price,area_marla,bathroom,bedroom,location,city,area_sqft,price_per_marla
23500000.0,5.0,4,4,Park View City, Lahore,1361.25,4700000.0
15500000.0,4.0,6,6,Highcourt Society, Lahore,1089.0,3875000.0
38000000.0,5.0,6,5,Johar Town, Lahore,1361.25,7600000.0
37500000.0,20.0,5,4,LDA Avenue, Lahore,5445.0,1875000.0
72000000.0,20.0,5,5,Eden, Lahore,5445.0,3600000.0
29000000.0,5.0,6,5,Airline Housing Society, Lahore,1361.25,5800000.0
33000000.0,5.0,4,3,DHA Defence, Lahore,1361.25,6600000.0
58000000.0,10.0,6,5,Raiwind Road, Lahore,2722.5,5800000.0
59000000.0,10.0,6,5,Bahria Town, Lahore,2722.5,5900000.0
19000000.0,5.0,4,3,Raiwind Road, Lahore,1361.25,3800000.0
35000000.0,10.0,4,3,Green City, Lahore,2722.5,3500000.0
41500000.0,14.0,5,4,Green City, Lahore,3811.5,2964285.714285714
30000000.0,5.0,4,3,Paragon City, Lahore,1361.25,6000000.0
70000000.0,20.0,6,5,Beacon House Society, Lahore,5445.0,3500000.0
19500000.0,5.0,4,4,Park View City, Lahore,1361.25,3900000.0
24000000.0,5.0,4,4,Park View City, Lahore,1361.25,4800000.0
240000000.0,20.0,6,7,DHA Defence, Lahore,5445.0,12000000.0
119000000.0,20.0,6,5,DHA Defence, Lahore,5445.0,5950000.0
235000000.0,20.0,7,6,DHA Defence, Lahore,5445.0,11750000.0
245000000.0,20.0,6,5,DHA Defence, Lahore,5445.0,12250000.0
127500000.0,20.0,6,5,DHA Defence, Lahore,5445.0,6375000.0
23500000.0,5.0,5,4,Park View City, Lahore,1361.25,4700000.0
14000000.0,5.0,3,3,Al Haram Garden, Lahore,1361.25,2800000.0
15000000.0,3.0,3,3,Raiwind Road, Lahore,816.75,5000000.0
34500000.0,5.0,4,3,DHA Defence, Lahore,1361.25,6900000.0
16500000.0,3.0,5,3,Raiwind Road, Lahore,816.75,5500000.0
92000000.0,20.0,6,5,DHA Defence, Lahore,5445.0,4600000.0
70000000.0,22.0,7,6,Paragon City, Lahore,5989.5,3181818.1818181816
55500000.0,10.0,6,5,Paragon City, Lahore,2722.5,5550000.0
40000000.0,8.5,6,5,Architects Engineers Housing Society, Lahore,2314.125,4705882.352941177
70000000.0,9.3,5,4,DHA Defence, Lahore,2531.925,7526881.720430107
28000000.0,5.0,5,3,DHA Defence, Lahore,1361.25,5600000.0
82500000.0,22.0,6,5,DHA Defence, Lahore,5989.5,3750000.0
73000000.0,10.0,5,4,DHA Defence, Lahore,2722.5,7300000.0
162500000.0,20.0,6,5,DHA Defence, Lahore,5445.0,8125000.0
24900000.000000004,5.0,4,3,DHA Defence, Lahore,1361.25,4980000.000000001
107500000.0,20.0,7,6,DHA Defence, Lahore,5445.0,5375000.0
550000000.0,40.0,7,6,DHA Defence, Lahore,10890.0,13750000.0
85000000.0,20.0,5,5,Bahria Town, Lahore,5445.0,4250000.0
13000000.0,3.0,5,4,Raiwind Road, Lahore,816.75,4333333.333333333
27000000.0,8.0,5,5,Bahria Nasheman, Lahore,2178.0,3375000.0
92500000.0,20.0,6,5,DHA Defence, Lahore,5445.0,4625000.0
22500000.0,5.0,4,3,Bahria Orchard, Lahore,1361.25,4500000.0
21000000.0,5.0,5,3,Bahria Town, Lahore,1361.25,4200000.0
21500000.0,5.0,4,4,Park View City, Lahore,1361.25,4300000.0
13000000.0,3.0,4,3,Raiwind Road, Lahore,816.75,4333333.333333333
76500000.0,20.0,7,8,DHA Defence, Lahore,5445.0,3825000.0
54000000.0,10.0,6,4,DHA Defence, Lahore,2722.5,5400000.0
61000000.0,10.0,6,4,DHA Defence, Lahore,2722.5,6100000.0
58500000.0,10.0,7,4,DHA Defence, Lahore,2722.5,5850000.0
84000000.0,20.0,6,5,DHA Defence, Lahore,5445.0,4200000.0
46500000.0,11.0,3,5,Emaar Canyon Views, Islamabad,2994.75,4227272.7272727275
110000000.0,20.0,6,5,DHA Defence, Islamabad,5445.0,5500000.0
119000000.0,20.0,6,5,DHA Defence, Islamabad,5445.0,5950000.0
23500000.0,5.0,5,4,B-17, Islamabad,1361.25,4700000.0
95000000.0,20.0,6,6,DHA Defence, Islamabad,5445.0,4750000.0
85000000.0,10.0,4,5,DHA Defence, Islamabad,2722.5,8500000.0
260000000.0,20.0,6,7,G-11, Islamabad,5445.0,13000000.0
142500000.0,12.4,6,9,I-8, Islamabad,3375.9,11491935.483870968
46000000.0,10.0,,,Bani Gala, Islamabad,2722.5,4600000.0
64000000.0,10.0,6,5,B-17, Islamabad,2722.5,6400000.0
109000000.0,20.0,6,6,DHA Defence, Islamabad,5445.0,5450000.0
35000000.0,10.0,6,5,F-17, Islamabad,2722.5,3500000.0
102500000.0,20.0,6,5,DHA Defence, Islamabad,5445.0,5125000.0
85000000.0,20.0,6,6,DHA Defence, Islamabad,5445.0,4250000.0
79000000.0,20.0,6,5,DHA Defence, Islamabad,5445.0,3950000.0
109500000.0,20.0,5,5,DHA Defence, Islamabad,5445.0,5475000.0
220000000.0,20.0,7,11,I-8, Islamabad,5445.0,11000000.0
29000000.0,5.0,,,B-17, Islamabad,1361.25,5800000.0
27799999.999999996,8.0,6,5,F-17, Islamabad,2178.0,3474999.9999999995
109000000.0,20.0,5,5,DHA Defence, Islamabad,5445.0,5450000.0
107000000.0,20.0,6,5,DHA Defence, Islamabad,5445.0,5350000.0
108000000.0,20.0,6,5,DHA Defence, Islamabad,5445.0,5400000.0
109000000.0,20.0,6,7,DHA Defence, Islamabad,5445.0,5450000.0
52500000.0,10.0,6,5,B-17, Islamabad,2722.5,5250000.0
240000000.0,20.0,6,7,D-12, Islamabad,5445.0,12000000.0
117000000.0,10.0,6,5,D-12, Islamabad,2722.5,11700000.0
143000000.0,20.0,6,5,DHA Defence, Islamabad,5445.0,7150000.0
60000000.0,10.0,6,7,Bahria Town, Islamabad,2722.5,6000000.0
67500000.0,10.0,7,8,Faisal Town - F-18, Islamabad,2722.5,6750000.0
51000000.0,4.0,4,4,D-12, Islamabad,1089.0,12750000.0
16000000.0,5.5,,,Bani Gala, Islamabad,1497.375,2909090.909090909
28500000.0,8.0,5,4,B-17, Islamabad,2178.0,3562500.0
137500000.0,20.0,6,6,DHA Defence, Islamabad,5445.0,6875000.0
29000000.0,5.0,5,5,I-14, Islamabad,1361.25,5800000.0
31000000.0,6.0,5,5,I-14, Islamabad,1633.5,5166666.666666667
85000000.0,10.0,6,6,G-13, Islamabad,2722.5,8500000.0
24900000.000000004,5.0,4,4,B-17, Islamabad,1361.25,4980000.000000001
39500000.0,10.0,5,4,Top City 1, Islamabad,2722.5,3950000.0
110000000.0,20.0,6,6,DHA Defence, Islamabad,5445.0,5500000.0
56000000.0,7.0,6,5,G-13, Islamabad,1905.75,8000000.0
37000000.0,4.4,5,4,G-13, Islamabad,1197.9,8409090.909090908
69000000.0,8.0,6,7,G-14, Islamabad,2178.0,8625000.0
70000000.0,10.0,6,5,DHA Defence, Islamabad,2722.5,7000000.0
98000000.0,20.0,6,5,DHA Defence, Islamabad,5445.0,4900000.0
162500000.0,14.0,6,6,G-9, Islamabad,3811.5,11607142.857142856
69000000.0,10.0,6,7,DHA Defence, Islamabad,2722.5,6900000.0
31500000.0,5.0,5,4,B-17, Islamabad,1361.25,6300000.0
39500000.0,5.0,5,4,DHA Defence, Islamabad,1361.25,7900000.0
61000000.0,10.0,5,5,Top City 1, Islamabad,2722.5,6100000.0
47000000.0,10.1,6,5,National Police Foundation O-9, Islamabad,2749.725,4653465.346534654
24000000.0,6.0,4,3,Bani Gala, Islamabad,1633.5,4000000.0
22500000.0,6.0,3,3,Bani Gala, Islamabad,1633.5,3750000.0
265000000.0,26.0,6,6,G-6, Islamabad,7078.5,10192307.692307692
35000000.0,6.7,7,6,Mumtaz City, Islamabad,1824.075,5223880.597014925
149000000.0,20.0,4,3,DHA Defence, Islamabad,5445.0,7450000.0
290000000.0,20.0,6,6,F-7, Islamabad,5445.0,14500000.0
110000000.0,14.2,4,4,G-9, Islamabad,3865.95,7746478.873239437
24000000.0,5.0,5,4,B-17, Islamabad,1361.25,4800000.0
105000000.0,14.0,6,6,G-14, Islamabad,3811.5,7500000.0
52000000.0,8.0,6,6,Shehzad Town, Islamabad,2178.0,6500000.0
121000000.0,20.0,6,5,DHA Defence, Islamabad,5445.0,6050000.0
132500000.0,20.0,6,6,DHA Defence, Islamabad,5445.0,6625000.0
41500000.0,5.0,4,3,DHA Defence, Islamabad,1361.25,8300000.0
124500000.0,20.0,5,5,DHA Defence, Islamabad,5445.0,6225000.0
138500000.0,20.0,6,6,DHA Defence, Islamabad,5445.0,6925000.0
145000000.0,20.0,,,DHA Defence, Islamabad,5445.0,7250000.0
120000000.0,14.0,6,6,G-13, Islamabad,3811.5,8571428.57142857
57000000.0,10.0,,,Bahria Town, Islamabad,2722.5,5700000.0
129500000.0,20.0,6,5,Top City 1, Islamabad,5445.0,6475000.0
350000000.0,32.0,6,6,F-10, Islamabad,8712.0,10937500.0
105000000.0,20.0,,6,DHA Defence, Islamabad,5445.0,5250000.0
270000000.0,52.0,,9,DHA Defence, Islamabad,14157.0,5192307.692307692
149000000.0,30.0,,,DHA Defence, Islamabad,8167.5,4966666.666666667
67500000.0,10.0,6,9,Faisal Town - F-18, Islamabad,2722.5,6750000.0
50000000.0,8.0,6,5,Park View City, Islamabad,2178.0,6250000.0
56000000.0,8.0,5,5,G-13, Islamabad,2178.0,7000000.0
24500000.0,5.0,6,5,I-14, Islamabad,1361.25,4900000.0
120000000.0,20.0,6,5,Bahria Town, Islamabad,5445.0,6000000.0
89000000.0,20.0,6,5,DHA Defence, Islamabad,5445.0,4450000.0
44000000.0,10.0,6,9,Lehtrar Road, Islamabad,2722.5,4400000.0
105000000.0,20.0,6,7,Kuri Road, Islamabad,5445.0,5250000.0
105000000.0,20.0,7,6,DHA Defence, Islamabad,5445.0,5250000.0
150000000.0,40.0,7,9,Bahria Town, Islamabad,10890.0,3750000.0
82500000.0,20.0,6,6,Naval Anchorage, Islamabad,5445.0,4125000.0
450000000.0,22.0,,7,F-6, Islamabad,5989.5,20454545.454545453
43500000.0,5.0,4,4,I-10, Islamabad,1361.25,8700000.0
410000000.0,22.0,,8,F-7, Islamabad,5989.5,18636363.636363637
129000000.0,20.0,6,5,DHA Defence, Islamabad,5445.0,6450000.0
109000000.0,20.0,6,5,DHA Defence, Islamabad,5445.0,5450000.0
180000000.0,30.0,6,6,DHA Defence, Islamabad,8167.5,6000000.0
60000000.0,10.0,6,6,Bahria Town, Islamabad,2722.5,6000000.0
55000000.0,6.0,4,5,G-11, Islamabad,1633.5,9166666.666666666
33000000.0,5.0,4,4,B-17, Islamabad,1361.25,6600000.0
112200000.0,20.0,6,6,DHA Defence, Islamabad,5445.0,5610000.0
150000000.0,20.0,5,5,DHA Defence, Islamabad,5445.0,7500000.0
125000000.0,20.0,7,6,DHA Defence, Islamabad,5445.0,6250000.0
85000000.0,10.0,6,7,G-13, Islamabad,2722.5,8500000.0
25000000.0,6.0,6,8,Bani Gala, Islamabad,1633.5,4166666.6666666665
147500000.0,20.0,6,6,DHA Defence, Islamabad,5445.0,7375000.0
70000000.0,20.0,4,3,DHA Defence, Islamabad,5445.0,3500000.0
26500000.0,5.0,5,4,B-17, Islamabad,1361.25,5300000.0
49000000.0,10.0,5,4,DHA Defence, Islamabad,2722.5,4900000.0
36000000.0,5.0,6,5,Park View City, Islamabad,1361.25,7200000.0
61000000.0,10.0,6,5,DHA Defence, Islamabad,2722.5,6100000.0
48000000.0,9.0,6,7,Green Avenue, Islamabad,2450.25,5333333.333333333
98000000.0,14.0,4,3,Bahria Town, Islamabad,3811.5,7000000.0
17500000.0,5.0,4,3,H-13, Islamabad,1361.25,3500000.0
78000000.0,20.0,7,6,PWD Housing Scheme, Islamabad,5445.0,3900000.0
42000000.0,10.0,4,4,Top City 1, Islamabad,2722.5,4200000.0
42000000.0,10.0,7,7,Top City 1, Islamabad,2722.5,4200000.0
450000000.0,40.0,6,6,F-8, Islamabad,10890.0,11250000.0
25000000.0,5.0,6,7,I-14, Islamabad,1361.25,5000000.0
95000000.0,10.9,6,7,F-11, Islamabad,2967.525,8715596.330275228
450000000.0,48.0,5,5,F-8, Islamabad,13068.0,9375000.0
69500000.0,15.0,6,5,DHA Defence, Islamabad,4083.75,4633333.333333333
149000000.0,20.0,6,5,DHA Defence, Islamabad,5445.0,7450000.0
139000000.0,20.0,6,5,DHA Defence, Islamabad,5445.0,6950000.0
32000000.0,5.0,3,3,Bahria Town, Islamabad,1361.25,6400000.0
26000000.0,5.0,4,4,B-17, Islamabad,1361.25,5200000.0
89000000.0,8.0,6,5,G-11, Islamabad,2178.0,11125000.0
380000000.0,32.0,5,5,F-6, Islamabad,8712.0,11875000.0
65000000.0,10.0,7,4,I-14, Islamabad,2722.5,6500000.0
105000000.0,15.0,7,7,I-14, Islamabad,4083.75,7000000.0
58500000.0,13.0,6,5,DHA Defence, Islamabad,3539.25,4500000.0
158500000.0,36.0,6,5,Bahria Town, Islamabad,9801.0,4402777.777777778
40000000.0,7.0,6,4,Gulberg, Islamabad,1905.75,5714285.714285715
12000000.0,5.0,2,2,Bani Gala, Islamabad,1361.25,2400000.0
40000000.0,9.0,4,4,Bani Gala, Islamabad,2450.25,4444444.444444444
79000000.0,20.0,6,6,DHA Defence, Islamabad,5445.0,3950000.0
400000000.0,26.0,6,8,F-11, Islamabad,7078.5,15384615.384615384
190000000.0,20.0,6,8,F-11, Islamabad,5445.0,9500000.0
245000000.0,20.0,5,5,F-8, Islamabad,5445.0,12250000.0
97500000.0,7.0,5,5,D-12, Islamabad,1905.75,13928571.42857143
28500000.0,8.0,4,4,Bahria Town, Islamabad,2178.0,3562500.0
42500000.0,8.0,6,5,Bahria Town, Islamabad,2178.0,5312500.0
50000000.0,10.0,6,5,Bahria Town, Islamabad,2722.5,5000000.0
25000000.0,5.0,4,3,Bahria Town, Islamabad,1361.25,5000000.0
82500000.0,10.0,6,5,DHA Defence, Islamabad,2722.5,8250000.0
63000000.0,11.0,6,5,Bahria Town, Islamabad,2994.75,5727272.7272727275
31000000.0,5.0,4,3,Bahria Town, Islamabad,1361.25,6200000.0
29000000.0,5.0,5,6,B-17, Islamabad,1361.25,5800000.0
25000000.0,5.0,3,3,B-17, Islamabad,1361.25,5000000.0
47500000.0,9.0,3,5,Rawal Town, Islamabad,2450.25,5277777.777777778
38000000.0,9.3,3,3,PWD Housing Scheme, Islamabad,2531.925,4086021.5053763436
27500000.0,5.0,4,4,B-17, Islamabad,1361.25,5500000.0
140000000.0,20.0,,,B-17, Islamabad,5445.0,7000000.0
48000000.0,9.0,6,5,Bahria Town, Islamabad,2450.25,5333333.333333333
175000000.0,76.0,6,6,Bahria Town, Islamabad,20691.0,2302631.5789473685
55000000.0,4.0,5,3,D-12, Islamabad,1089.0,13750000.0
64000000.0,14.2,6,6,B-17, Islamabad,3865.95,4507042.253521127
48000000.0,8.0,6,7,Lehtrar Road, Islamabad,2178.0,6000000.0
165000000.0,24.0,7,8,DHA Defence, Islamabad,6534.0,6875000.0
260000000.0,40.0,6,6,DHA Defence, Islamabad,10890.0,6500000.0
169000000.0,20.0,6,6,DHA Defence, Islamabad,5445.0,8450000.0
28000000.0,5.0,5,4,B-17, Islamabad,1361.25,5600000.0
23500000.0,5.0,,,B-17, Islamabad,1361.25,4700000.0
45000000.0,10.0,6,5,Top City 1, Islamabad,2722.5,4500000.0
150000000.0,20.0,6,5,DHA Defence, Islamabad,5445.0,7500000.0
17000000.0,6.0,4,3,Bani Gala, Islamabad,1633.5,2833333.3333333335
17000000.0,5.0,6,4,Bani Gala, Islamabad,1361.25,3400000.0
11000000.0,5.0,3,2,Bani Gala, Islamabad,1361.25,2200000.0
115000000.0,14.0,6,6,E-11, Islamabad,3811.5,8214285.714285715
24000000.0,5.0,3,3,Bahria Town, Islamabad,1361.25,4800000.0
130000000.0,10.0,6,6,D-12, Islamabad,2722.5,13000000.0
64000000.0,5.0,5,4,D-12, Islamabad,1361.25,12800000.0
90000000.0,8.0,6,5,D-12, Islamabad,2178.0,11250000.0
89000000.0,10.9,5,4,G-10, Islamabad,2967.525,8165137.614678899
680000000.0,40.0,6,6,E-7, Islamabad,10890.0,17000000.0
32000000.0,8.0,5,4,B-17, Islamabad,2178.0,4000000.0
69000000.0,10.0,6,5,Bahria Town, Islamabad,2722.5,6900000.0
62500000.0,6.7,4,4,G-10, Islamabad,1824.075,9328358.208955223
195000000.0,14.2,7,11,G-9, Islamabad,3865.95,13732394.366197184
57500000.0,10.0,6,5,Bahria Town, Islamabad,2722.5,5750000.0
75000000.0,10.0,7,5,DHA Defence, Islamabad,2722.5,7500000.0
147500000.0,20.0,6,5,DHA Defence, Islamabad,5445.0,7375000.0
169000000.0,20.0,6,5,DHA Defence, Islamabad,5445.0,8450000.0
35000000.0,5.8,3,3,Park View City, Islamabad,1579.05,6034482.75862069
117500000.0,20.0,7,5,DHA Defence, Islamabad,5445.0,5875000.0
50000000.0,10.0,,4,Zaraj Housing Scheme, Islamabad,2722.5,5000000.0
80000000.0,12.0,6,6,E-11, Islamabad,3267.0,6666666.666666667
370000000.0,20.0,6,7,F-8, Islamabad,5445.0,18500000.0
287500000.0,20.0,6,5,F-8, Islamabad,5445.0,14375000.0
1890000000.0,74.0,6,8,F-6, Islamabad,20146.5,25540540.54054054
500000000.0,26.0,6,7,F-7, Islamabad,7078.5,19230769.230769232
400000000.0,17.8,6,7,F-6, Islamabad,4846.05,22471910.11235955
100000000.0,10.0,6,7,G-14, Islamabad,2722.5,10000000.0
39000000.0,5.0,4,3,DHA Defence, Islamabad,1361.25,7800000.0
120000000.0,10.0,5,5,D-12, Islamabad,2722.5,12000000.0
65000000.0,10.0,5,5,Bahria Town, Islamabad,2722.5,6500000.0
58000000.0,10.0,7,5,Bahria Town, Islamabad,2722.5,5800000.0
58500000.0,4.4,5,3,D-12, Islamabad,1197.9,13295454.545454545
139000000.0,10.0,6,7,D-12, Islamabad,2722.5,13900000.0
127500000.0,12.4,6,5,I-8, Islamabad,3375.9,10282258.064516129
75000000.0,10.0,6,5,DHA Defence, Islamabad,2722.5,7500000.0
182500000.0,20.0,6,9,F-11, Islamabad,5445.0,9125000.0
240000000.0,32.0,5,4,F-11, Islamabad,8712.0,7500000.0
175000000.0,20.0,6,5,F-10, Islamabad,5445.0,8750000.0
47000000.0,4.0,4,3,D-12, Islamabad,1089.0,11750000.0
87000000.0,8.0,6,6,G-10, Islamabad,2178.0,10875000.0
180000000.0,14.2,7,7,G-9, Islamabad,3865.95,12676056.33802817
35500000.0,7.0,5,4,FECHS, Islamabad,1905.75,5071428.571428572
40000000.0,7.0,6,5,FECHS, Islamabad,1905.75,5714285.714285715
41000000.0,7.0,6,5,FECHS, Islamabad,1905.75,5857142.857142857
41000000.0,5.0,4,3,DHA Defence, Islamabad,1361.25,8200000.0
70000000.0,10.0,6,5,B-17, Islamabad,2722.5,7000000.0
27000000.0,5.0,5,4,B-17, Islamabad,1361.25,5400000.0
62000000.0,10.0,6,5,DHA Defence, Islamabad,2722.5,6200000.0
28500000.0,8.0,5,5,PECHS, Islamabad,2178.0,3562500.0
19900000.0,6.0,6,5,Ghauri Town, Islamabad,1633.5,3316666.6666666665
450000000.0,40.0,6,6,F-6, Islamabad,10890.0,11250000.0
700000000.0,68.0,6,7,F-6, Islamabad,18513.0,10294117.647058824
700000000.0,40.0,6,7,E-7, Islamabad,10890.0,17500000.0
115000000.0,20.0,6,6,Gulberg, Islamabad,5445.0,5750000.0
550000000.0,40.0,6,6,F-6, Islamabad,10890.0,13750000.0
800000000.0,40.0,,9,F-6, Islamabad,10890.0,20000000.0
45000000.0,10.0,6,6,Faisal Hills, Islamabad,2722.5,4500000.0
150000000.0,10.0,6,7,D-12, Islamabad,2722.5,15000000.0
27000000.0,8.0,6,6,Bani Gala, Islamabad,2178.0,3375000.0
70000000.0,20.0,7,7,Naval Anchorage, Islamabad,5445.0,3500000.0
81000000.0,10.0,6,4,DHA Defence, Islamabad,2722.5,8100000.0
150000000.0,10.0,6,5,D-12, Islamabad,2722.5,15000000.0
160000000.0,14.0,6,6,D-12, Islamabad,3811.5,11428571.42857143
28000000.0,7.0,4,3,FECHS, Islamabad,1905.75,4000000.0
129000000.0,20.0,6,6,DHA Defence, Islamabad,5445.0,6450000.0
26000000.0,5.0,6,5,FECHS, Islamabad,1361.25,5200000.0
50000000.0,11.0,7,5,Gulberg, Islamabad,2994.75,4545454.545454546
400000000.0,40.0,6,6,F-7, Islamabad,10890.0,10000000.0
650000000.0,72.0,6,6,F-7, Islamabad,19602.0,9027777.777777778
125000000.0,20.0,6,5,DHA Defence, Islamabad,5445.0,6250000.0
112200000.0,20.0,6,5,DHA Defence, Islamabad,5445.0,5610000.0
280000000.0,20.0,6,6,F-8, Islamabad,5445.0,14000000.0
105000000.0,20.0,6,5,DHA Defence, Islamabad,5445.0,5250000.0
350000000.0,40.0,6,6,F-8, Islamabad,10890.0,8750000.0
